mode,mode_name,cluster_size,sharing_group,smem_width,smem_height,tile_bytes,total_smem_bytes,gpu_time_ns,sm_cycles,tma_instructions,smsp_tma_instructions,tma_xbar_active_cycles,tma_mcast_requests,tma_mcast_req_32B,tma_mcast_req_64B,tma_mcast_req_96B,tma_mcast_req_128B,tma_mcast_req_replayed,tma_ld_bytes,tma_ld_bytes_self,tma_ld_bytes_mcast,tma_ld_sectors,tma_ld_sectors_self,tma_ld_sectors_mcast,tma_pipe_bytes,tma_pipe_sectors,lts_sectors_total,lts_sectors_read,lts_sectors_tex,lts_sectors_tex_read,lts_requests_tex,lts_tex_hit,lts_tex_miss,lts_hit,lts_miss,lts_hit_rate_pct,dram_bytes_read,dram_bytes_total,dram_sectors_read,dram_throughput_pct_peak,gcc_xbar2gcc_sectors,stall_barrier,stall_long_scoreboard,stall_mio_throttle,lrc_ilc_input_sectors
0,implicit_l2_intra,4,4,128,40,20480,81952,4566208,7191650.70,104800,104800,8384000,0,0,0,0,0,0,2146304000,2146304000,0,67072000,67072000,0,2146304000,67072000,58084138,57649948,57638792,57638792,14409698,40870464,16768000,40874493,17193372,n/a,n/a,n/a,n/a,n/a,360,270988.72,2806331.25,0,n/a
0,implicit_l2_intra,4,4,32,176,22528,90144,4332096,6823033.40,95280,95280,8384640,0,0,0,0,0,0,2146467840,2146467840,0,67077120,67077120,0,2146467840,67077120,58032937,57646446,57641384,57641384,14410346,40872416,16769280,40876352,17156468,n/a,n/a,n/a,n/a,n/a,360,261417.23,2641227.09,0,n/a
0,implicit_l2_intra,4,4,64,88,22528,90144,4269344,6724067.40,95280,95280,8384640,0,0,0,0,0,0,2146467840,2146467840,0,67077120,67077120,0,2146467840,67077120,58031331,57647297,57643488,57643488,14410872,40874208,16769280,40883671,17154453,n/a,n/a,n/a,n/a,n/a,360,258400.88,2603594.20,0,n/a
0,implicit_l2_intra,4,4,128,44,22528,90144,4407296,6941386.60,95280,95280,8384640,0,0,0,0,0,0,2146467840,2146467840,0,67077120,67077120,0,2146467840,67077120,58049643,57654326,57646292,57646292,14411573,40877000,16769280,40880788,17154520,n/a,n/a,n/a,n/a,n/a,360,259486.31,2695511.76,0,n/a
0,implicit_l2_intra,4,4,64,96,24576,98336,4181184,6585254.50,87360,87360,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58063283,57698741,57686192,57686192,14421548,40884480,16773120,40888718,17139167,n/a,n/a,n/a,n/a,n/a,360,232593.95,2591540.30,0,n/a
0,implicit_l2_intra,4,4,128,48,24576,98336,4070400,6410761.90,87360,87360,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58042522,57690178,57686560,57686560,14421640,40884480,16773120,40888393,17128446,n/a,n/a,n/a,n/a,n/a,360,227080.94,2561879.75,0,n/a
0,implicit_l2_intra,4,4,128,52,26624,106528,3952704,6225499.30,80640,80640,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,57987614,57662144,57658472,57658472,14414618,40927200,16773120,40938122,17110354,n/a,n/a,n/a,n/a,n/a,360,228408.30,2441327.12,0,n/a
0,implicit_l2_intra,4,4,128,56,28672,114720,3950240,6221514.20,74880,74880,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,57989022,57674121,57662836,57662836,14415709,40889680,16773120,40893668,17078449,n/a,n/a,n/a,n/a,n/a,360,214700.94,2438514.14,0,n/a
0,implicit_l2_intra,4,4,128,60,30720,122912,3819360,6015434.30,69840,69840,8380800,0,0,0,0,0,0,2145484800,2145484800,0,67046400,67046400,0,2145484800,67046400,57924635,57630447,57618320,57618320,14404580,40856660,16761600,40860757,17051800,n/a,n/a,n/a,n/a,n/a,360,201161.55,2396649.38,0,n/a
0,implicit_l2_intra,4,4,64,128,32768,131104,3714080,5849610.10,65520,65520,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58070839,57798812,57788232,57788232,14447058,41006896,16773120,41011104,17038913,n/a,n/a,n/a,n/a,n/a,360,145207.16,2572134.46,0,n/a
0,implicit_l2_intra,4,4,128,64,32768,131104,3736128,5884325.90,65520,65520,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58037115,57760703,57748516,57748516,14437129,40973632,16773120,40977796,17047277,n/a,n/a,n/a,n/a,n/a,360,161773.33,2549444.49,0,n/a
0,implicit_l2_intra,4,4,128,72,36864,147488,3146496,4955667.30,58240,58240,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,57897285,57661410,57658232,57658232,14414558,40884688,16773120,40888779,17023668,n/a,n/a,n/a,n/a,n/a,360,168004.06,1930427.24,0,n/a
0,implicit_l2_intra,4,4,128,80,40960,163872,3427328,5397988.60,52400,52400,8384000,0,0,0,0,0,0,2146304000,2146304000,0,67072000,67072000,0,2146304000,67072000,57856164,57643634,57640312,57640312,14410078,40872164,16768000,40884852,16981119,n/a,n/a,n/a,n/a,n/a,360,153406.16,2336876.94,0,n/a
0,implicit_l2_intra,4,4,64,192,49152,196640,2882560,4539899.10,43680,43680,8388614,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,57877570,57670189,57658260,57658260,14414565,40884720,16773120,40888752,16972462,n/a,n/a,n/a,n/a,n/a,360,128561.36,1860274.01,0,n/a
0,implicit_l2_intra,4,4,128,96,49152,196640,3244640,5110324,43680,43680,8387432,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,57848882,57661265,57658456,57658456,14414614,40884896,16773120,40892658,16971637,n/a,n/a,n/a,n/a,n/a,360,123046.36,2310074.66,0,n/a
0,implicit_l2_intra,4,4,64,224,57344,229408,2805824,4419075.60,37440,37440,8387740,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,57966023,57783805,57772128,57772128,14443032,40884488,16773120,40886690,16951306,n/a,n/a,n/a,n/a,n/a,360,115447.82,1842496.14,0,n/a
0,implicit_l2_intra,4,4,128,112,57344,229408,3277152,5161401.80,37440,37440,8387315,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,57832677,57662681,57658368,57658368,14414592,40884740,16773120,40889140,16944077,n/a,n/a,n/a,n/a,n/a,360,107605.50,2397924.46,0,n/a
1,explicit_mcast,2,2,32,8,1024,4128,27387808,43135737.70,2097120,2097120,8388480,8388480,0,0,0,8388480,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,35693187,33578645,33553920,33553920,8388480,0,33553920,12284,35692549,n/a,n/a,n/a,n/a,n/a,360,3932890.69,24419712.55,0,n/a
1,explicit_mcast,2,2,64,4,1024,4128,27356512,43086448.60,2097120,2097120,8388480,8388480,0,0,0,8388480,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,35689838,33577828,33553920,33553920,8388480,0,33553920,18746,35690535,n/a,n/a,n/a,n/a,n/a,360,3907681.94,24404818.99,0,n/a
1,explicit_mcast,2,2,128,4,2048,8224,14763552,23252538.90,1048560,1048560,8388480,8388480,0,0,0,8388480,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,34638287,33572421,33553920,33553920,8388480,0,33553920,2149,34611512,n/a,n/a,n/a,n/a,n/a,360,2187351.41,13649772.39,0,n/a
1,explicit_mcast,2,2,32,16,2048,8224,14908672,23481093.30,1048560,1048560,8388480,8388480,0,0,0,8388480,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,34655428,33579965,33553920,33553920,8388480,0,33553920,10511,34611477,n/a,n/a,n/a,n/a,n/a,360,2265588.06,13773998.62,0,n/a
1,explicit_mcast,2,2,64,8,2048,8224,14707840,23164767.20,1048560,1048560,8388480,8388480,0,0,0,8388480,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,34626145,33567066,33553920,33553920,8388480,0,33553920,10388,34625580,n/a,n/a,n/a,n/a,n/a,360,2175809.02,13608013.84,0,n/a
1,explicit_mcast,2,2,32,32,4096,16416,8313920,13094383.20,524240,524240,8387840,8387840,0,0,0,8387840,0,2147287040,0,2147287040,67102720,0,67102720,2147287040,67102720,34084073,33557106,33551360,33551360,8387840,0,33551360,7727,34083566,n/a,n/a,n/a,n/a,n/a,360,1209077.59,8255643.47,0,n/a
1,explicit_mcast,2,2,64,16,4096,16416,8462752,13328772.60,524240,524240,8387840,8387840,0,0,0,8387840,0,2147287040,0,2147287040,67102720,0,67102720,2147287040,67102720,34116393,33569555,33551360,33551360,8387840,0,33551360,4012,34083576,n/a,n/a,n/a,n/a,n/a,360,1241497.99,8433928.97,0,n/a
1,explicit_mcast,2,2,128,8,4096,16416,8450304,13309160.80,524240,524240,8387840,8387840,0,0,0,8387840,0,2147287040,0,2147287040,67102720,0,67102720,2147287040,67102720,34116548,33569710,33551360,33551360,8387840,0,33551360,2135,34081405,n/a,n/a,n/a,n/a,n/a,360,1238923.19,8422311.12,0,n/a
1,explicit_mcast,2,2,32,48,6144,24608,6498848,10235547.70,349520,349520,8388480,8388480,0,0,0,8388480,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,34240022,33558730,33553920,33553920,8388480,0,33553920,2249,34239588,n/a,n/a,n/a,n/a,n/a,360,938269.54,6689684.28,0,n/a
1,explicit_mcast,2,2,64,24,6144,24608,6645408,10466425.20,349520,349520,8388480,8388480,0,0,0,8388480,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,34273637,33573551,33553920,33553920,8388480,0,33553920,4011,34251316,n/a,n/a,n/a,n/a,n/a,360,965442.22,6884519.44,0,n/a
1,explicit_mcast,2,2,128,12,6144,24608,6515584,10261927.30,349520,349520,8388480,8388480,0,0,0,8388480,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,34243804,33559872,33553920,33553920,8388480,0,33553920,10389,34237481,n/a,n/a,n/a,n/a,n/a,360,946019.26,6716060.26,0,n/a
1,explicit_mcast,2,2,32,64,8192,32800,5725120,9016993.70,262080,262080,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,34098262,33559325,33546240,33546240,8386560,0,33546240,4164,34087290,n/a,n/a,n/a,n/a,n/a,360,753808.99,6340679.61,0,n/a
1,explicit_mcast,2,2,64,32,8192,32800,5614240,8842364.70,262080,262080,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,34077439,33550584,33546240,33546240,8386560,0,33546240,3870,34089158,n/a,n/a,n/a,n/a,n/a,360,731369.32,6177514.26,0,n/a
1,explicit_mcast,2,2,128,16,8192,32800,5803136,9139849,262080,262080,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,34098517,33559333,33546240,33546240,8386560,0,33546240,4144,34076797,n/a,n/a,n/a,n/a,n/a,360,765464.81,6441163.44,0,n/a
1,explicit_mcast,2,2,32,80,10240,40992,5680576,8946832,209680,209680,8387200,8387200,0,0,0,8387200,0,2147123200,0,2147123200,67097600,0,67097600,2147123200,67097600,33999977,33562975,33548800,33548800,8387200,0,33548800,12756,33986863,n/a,n/a,n/a,n/a,n/a,360,700111.22,6621046.65,0,n/a
1,explicit_mcast,2,2,64,40,10240,40992,5637728,8879374.40,209680,209680,8387200,8387200,0,0,0,8387200,0,2147123200,0,2147123200,67097600,0,67097600,2147123200,67097600,33996146,33561861,33548800,33548800,8387200,0,33548800,2141,33972697,n/a,n/a,n/a,n/a,n/a,360,691275.24,6571943.97,0,n/a
1,explicit_mcast,2,2,128,20,10240,40992,5478016,8627809.30,209680,209680,8387200,8387200,0,0,0,8387200,0,2147123200,0,2147123200,67097600,0,67097600,2147123200,67097600,33974946,33553064,33548800,33548800,8387200,0,33548800,2157,33974286,n/a,n/a,n/a,n/a,n/a,360,654999.25,6371323.41,0,n/a
1,explicit_mcast,2,2,32,96,12288,49184,5641440,8885184.40,174720,174720,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33923484,33559182,33546240,33546240,8386560,0,33546240,4148,33911841,n/a,n/a,n/a,n/a,n/a,360,648843.88,6847789.09,0,n/a
1,explicit_mcast,2,2,64,48,12288,49184,5640032,8882996.50,174720,174720,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33923830,33559379,33546240,33546240,8386560,0,33546240,4193,33912407,n/a,n/a,n/a,n/a,n/a,360,641389.44,6874897.24,0,n/a
1,explicit_mcast,2,2,128,24,12288,49184,5569440,8771757.90,174720,174720,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33915002,33556463,33546240,33546240,8386560,0,33546240,4249,33912459,n/a,n/a,n/a,n/a,n/a,360,645585.72,6712746.79,0,n/a
1,explicit_mcast,2,2,32,112,14336,57376,5452160,8587058,149760,149760,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33851866,33550108,33546240,33546240,8386560,0,33546240,2274,33852146,n/a,n/a,n/a,n/a,n/a,360,576160.89,6801630.76,0,n/a
1,explicit_mcast,2,2,64,56,14336,57376,5444416,8574914.60,149760,149760,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33852939,33550586,33546240,33546240,8386560,0,33546240,12381,33852221,n/a,n/a,n/a,n/a,n/a,360,572649.29,6813129.31,0,n/a
1,explicit_mcast,2,2,128,28,14336,57376,5472480,8619106.60,149760,149760,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33852766,33550539,33546240,33546240,8386560,0,33546240,10810,33850130,n/a,n/a,n/a,n/a,n/a,360,595416.26,6788303.81,0,n/a
1,explicit_mcast,2,2,32,128,16384,65568,5438048,8564864.40,131040,131040,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33815382,33550468,33546240,33546240,8386560,0,33546240,2099,33812588,n/a,n/a,n/a,n/a,n/a,360,530106.65,6966766.97,0,n/a
1,explicit_mcast,2,2,64,64,16384,65568,4108608,6470999.70,131040,131040,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33814680,33549891,33546240,33546240,8386560,0,33546240,2222,33812083,n/a,n/a,n/a,n/a,n/a,360,473239.72,4998788.92,0,n/a
1,explicit_mcast,2,2,128,32,16384,65568,5611872,8838599.10,131040,131040,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33827086,33554214,33546240,33546240,8386560,0,33546240,6346,33813953,n/a,n/a,n/a,n/a,n/a,360,562593.03,7169158.25,0,n/a
1,explicit_mcast,2,2,32,160,20480,81952,5492000,8649781.20,104800,104800,8384000,8384000,0,0,0,8384000,0,2146304000,0,2146304000,67072000,0,67072000,2146304000,67072000,33755841,33540917,33536000,33536000,8384000,0,33536000,4375,33763570,n/a,n/a,n/a,n/a,n/a,360,505355.39,7211027.75,0,n/a
1,explicit_mcast,2,2,64,80,20480,81952,5508608,8675968,104800,104800,8384000,8384000,0,0,0,8384000,0,2146304000,0,2146304000,67072000,0,67072000,2146304000,67072000,33757287,33541660,33536000,33536000,8384000,0,33536000,9568,33755670,n/a,n/a,n/a,n/a,n/a,360,512668.09,7198731.06,0,n/a
1,explicit_mcast,2,2,128,40,20480,81952,4422144,6964803.20,104800,104800,8384000,8384000,0,0,0,8384000,0,2146304000,0,2146304000,67072000,0,67072000,2146304000,67072000,33771025,33547701,33536000,33536000,8384000,0,33536000,4276,33750843,n/a,n/a,n/a,n/a,n/a,360,478781.12,5579620.58,0,n/a
1,explicit_mcast,2,2,32,176,22528,90144,5458048,8596333.30,95280,95280,8384640,8384640,0,0,0,8384640,0,2146467840,0,2146467840,67077120,0,67077120,2146467840,67077120,33734981,33541571,33538560,33538560,8384640,0,33538560,4406,33734234,n/a,n/a,n/a,n/a,n/a,360,543538.75,7123946.99,0,n/a
1,explicit_mcast,2,2,64,88,22528,90144,5674080,8936608.80,95280,95280,8384640,8384640,0,0,0,8384640,0,2146467840,0,2146467840,67077120,0,67077120,2146467840,67077120,33751859,33549625,33538560,33538560,8384640,0,33538560,2174,33737999,n/a,n/a,n/a,n/a,n/a,360,571101.19,7383695.54,0,n/a
1,explicit_mcast,2,2,128,44,22528,90144,5446784,8578565.80,95280,95280,8384640,8384640,0,0,0,8384640,0,2146467840,0,2146467840,67077120,0,67077120,2146467840,67077120,33735337,33542076,33538560,33538560,8384640,0,33538560,11857,33736829,n/a,n/a,n/a,n/a,n/a,360,511236.21,7167107.86,0,n/a
1,explicit_mcast,2,2,64,96,24576,98336,5444256,8574588.50,87360,87360,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33727036,33549465,33546240,33546240,8386560,0,33546240,8799,33726399,n/a,n/a,n/a,n/a,n/a,360,511567.95,7181570.81,0,n/a
1,explicit_mcast,2,2,128,48,24576,98336,5512000,8681344.30,87360,87360,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33730526,33550379,33546240,33546240,8386560,0,33546240,2274,33725862,n/a,n/a,n/a,n/a,n/a,360,515981.71,7292188.05,0,n/a
1,explicit_mcast,2,2,128,52,26624,106528,5509472,8677345.40,80640,80640,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33716921,33550126,33546240,33546240,8386560,0,33546240,4477,33710416,n/a,n/a,n/a,n/a,n/a,360,538021.91,7251094.41,0,n/a
1,explicit_mcast,2,2,128,56,28672,114720,5434688,8559563.90,74880,74880,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33701829,33549331,33546240,33546240,8386560,0,33546240,7424,33699152,n/a,n/a,n/a,n/a,n/a,360,531503.38,7135050.55,0,n/a
1,explicit_mcast,2,2,128,60,30720,122912,5426688,8546964.80,69840,69840,8380800,8380800,0,0,0,8380800,0,2145484800,0,2145484800,67046400,0,67046400,2145484800,67046400,33668591,33526193,33523200,33523200,8380800,0,33523200,2284,33665900,n/a,n/a,n/a,n/a,n/a,360,581215.64,7020096.97,0,n/a
1,explicit_mcast,2,2,64,128,32768,131104,5782432,9107297.30,65520,65520,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33699852,33556776,33546240,33546240,8386560,0,33546240,2274,33687907,n/a,n/a,n/a,n/a,n/a,360,677910.86,7377130.03,0,n/a
1,explicit_mcast,2,2,128,64,32768,131104,5445856,8577132.90,65520,65520,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33683122,33549118,33546240,33546240,8386560,0,33546240,9625,33681903,n/a,n/a,n/a,n/a,n/a,360,545675.51,7129010.22,0,n/a
1,explicit_mcast,2,2,128,72,36864,147488,5774208,9094338.90,58240,58240,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33683756,33556149,33546240,33546240,8386560,0,33546240,4169,33674969,n/a,n/a,n/a,n/a,n/a,360,757250.95,7238146.44,0,n/a
1,explicit_mcast,2,2,128,80,40960,163872,5445280,8576203.60,52400,52400,8384000,8384000,0,0,0,8384000,0,2146304000,0,2146304000,67072000,0,67072000,2146304000,67072000,33646169,33538622,33536000,33536000,8384000,0,33536000,2307,33643446,n/a,n/a,n/a,n/a,n/a,360,708214.60,6847847.01,0,n/a
1,explicit_mcast,2,2,64,192,49152,196640,5449152,8582390.20,43680,43680,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33638911,33548732,33546240,33546240,8386560,0,33546240,7869,33638364,n/a,n/a,n/a,n/a,n/a,360,711640.44,6896415.30,0,n/a
1,explicit_mcast,2,2,128,96,49152,196640,5571040,8774293.40,43680,43680,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33643263,33550091,33546240,33546240,8386560,0,33546240,5991,33641022,n/a,n/a,n/a,n/a,n/a,360,739774.20,7024220.14,0,n/a
1,explicit_mcast,2,2,64,224,57344,229408,5452736,8587973.40,37440,37440,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33626186,33548724,33546240,33546240,8386560,0,33546240,2182,33623669,n/a,n/a,n/a,n/a,n/a,360,654822.69,7005861.80,0,n/a
1,explicit_mcast,2,2,128,112,57344,229408,5582752,8792755.70,37440,37440,8386560,8386560,0,0,0,8386560,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,33629888,33549615,33546240,33546240,8386560,0,33546240,4622,33630727,n/a,n/a,n/a,n/a,n/a,360,704331.05,7106085.31,0,n/a
1,explicit_mcast,4,4,32,8,1024,4128,53990080,85034280.50,2097120,2097120,4194240,4194240,0,0,0,4194240,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,17917636,16830544,16776960,16776960,4194240,0,16776960,28885,17892091,n/a,n/a,n/a,n/a,n/a,360,4820990.90,24197902.90,0,n/a
1,explicit_mcast,4,4,64,4,1024,4128,54127360,85250513,2097120,2097120,4194240,4194240,0,0,0,4194240,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,17938399,16838903,16776960,16776960,4194240,0,16776960,35236,17901694,n/a,n/a,n/a,n/a,n/a,360,4900930.80,24235340.75,0,n/a
1,explicit_mcast,4,4,128,4,2048,8224,26638880,41956161.90,1048560,1048560,4194240,4194240,0,0,0,4194240,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,17359965,16809009,16776960,16776960,4194240,0,16776960,18550,17330369,n/a,n/a,n/a,n/a,n/a,360,2626719.56,11675671.36,0,n/a
1,explicit_mcast,4,4,32,16,2048,8224,26671488,42007493.30,1048560,1048560,4194240,4194240,0,0,0,4194240,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,17363559,16809941,16776960,16776960,4194240,0,16776960,4195,17340532,n/a,n/a,n/a,n/a,n/a,360,2637945.61,11712164.85,0,n/a
1,explicit_mcast,4,4,64,8,2048,8224,27957824,44033442.40,1048560,1048560,4194240,4194240,0,0,0,4194240,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,17360007,16809234,16776960,16776960,4194240,0,16776960,18858,17329009,n/a,n/a,n/a,n/a,n/a,360,2584886.74,12683815.70,0,n/a
1,explicit_mcast,4,4,32,32,4096,16416,14419712,22710986.40,524240,524240,4193920,4193920,0,0,0,4193920,0,2147287040,0,2147287040,67102720,0,67102720,2147287040,67102720,17049162,16784418,16775680,16775680,4193920,0,16775680,12301,17072960,n/a,n/a,n/a,n/a,n/a,360,1242285.90,6855259.17,0,n/a
1,explicit_mcast,4,4,64,16,4096,16416,14448256,22755944.30,524240,524240,4193920,4193920,0,0,0,4193920,0,2147287040,0,2147287040,67102720,0,67102720,2147287040,67102720,17069779,16793137,16775680,16775680,4193920,0,16775680,12283,17058910,n/a,n/a,n/a,n/a,n/a,360,1281672.95,6897055.95,0,n/a
1,explicit_mcast,4,4,128,8,4096,16416,13979648,22017853.10,524240,524240,4193920,4193920,0,0,0,4193920,0,2147287040,0,2147287040,67102720,0,67102720,2147287040,67102720,17069952,16793013,16775680,16775680,4193920,0,16775680,20738,17064555,n/a,n/a,n/a,n/a,n/a,360,1303210.29,6496669.11,0,n/a
1,explicit_mcast,4,4,32,48,6144,24608,9848576,15511422.30,349520,349520,4194240,4194240,0,0,0,4194240,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,17131259,16784523,16776960,16776960,4194240,0,16776960,3991,17126882,n/a,n/a,n/a,n/a,n/a,360,878403.97,4914668.89,0,n/a
1,explicit_mcast,4,4,64,24,6144,24608,10351840,16304061.60,349520,349520,4194240,4194240,0,0,0,4194240,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,17148073,16792403,16776960,16776960,4194240,0,16776960,12343,17127112,n/a,n/a,n/a,n/a,n/a,360,904235.82,5354243.66,0,n/a
1,explicit_mcast,4,4,128,12,6144,24608,10251104,16145413,349520,349520,4194240,4194240,0,0,0,4194240,0,2147450880,0,2147450880,67107840,0,67107840,2147450880,67107840,17127405,16783580,16776960,16776960,4194240,0,16776960,10394,17125130,n/a,n/a,n/a,n/a,n/a,360,881214.54,5239560.67,0,n/a
1,explicit_mcast,4,4,32,64,8192,32800,8002048,12603188.70,262080,262080,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,17043377,16778689,16773120,16773120,4193280,0,16773120,10314,17053547,n/a,n/a,n/a,n/a,n/a,360,666374.71,4279852.62,0,n/a
1,explicit_mcast,4,4,64,32,8192,32800,8092160,12745071.30,262080,262080,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,17047303,16779893,16773120,16773120,4193280,0,16773120,2134,17045776,n/a,n/a,n/a,n/a,n/a,360,682804.80,4333778.38,0,n/a
1,explicit_mcast,4,4,128,16,8192,32800,8009632,12615062.90,262080,262080,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,17047182,16779904,16773120,16773120,4193280,0,16773120,4030,17040760,n/a,n/a,n/a,n/a,n/a,360,672689.57,4283066.65,0,n/a
1,explicit_mcast,4,4,32,80,10240,40992,6790272,10694606.30,209680,209680,4193600,4193600,0,0,0,4193600,0,2147123200,0,2147123200,67097600,0,67097600,2147123200,67097600,16991865,16779441,16774400,16774400,4193600,0,16774400,2224,16989213,n/a,n/a,n/a,n/a,n/a,360,586824.15,3807056.62,0,n/a
1,explicit_mcast,4,4,64,40,10240,40992,6829184,10755846,209680,209680,4193600,4193600,0,0,0,4193600,0,2147123200,0,2147123200,67097600,0,67097600,2147123200,67097600,16991771,16779448,16774400,16774400,4193600,0,16774400,2086,17003332,n/a,n/a,n/a,n/a,n/a,360,612870.11,3794518.50,0,n/a
1,explicit_mcast,4,4,128,20,10240,40992,6860320,10804931.90,209680,209680,4193600,4193600,0,0,0,4193600,0,2147123200,0,2147123200,67097600,0,67097600,2147123200,67097600,16995391,16780473,16774400,16774400,4193600,0,16774400,4051,16991262,n/a,n/a,n/a,n/a,n/a,360,617100.78,3828164.61,0,n/a
1,explicit_mcast,4,4,32,96,12288,49184,5967328,9398434.70,174720,174720,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16954905,16777677,16773120,16773120,4193280,0,16773120,2071,16952364,n/a,n/a,n/a,n/a,n/a,360,570408.99,3385881.27,0,n/a
1,explicit_mcast,4,4,64,48,12288,49184,6119296,9637803.40,174720,174720,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16976042,16786604,16773120,16773120,4193280,0,16773120,2169,16966812,n/a,n/a,n/a,n/a,n/a,360,558757.03,3417390.58,0,n/a
1,explicit_mcast,4,4,128,24,12288,49184,5920576,9324782.10,174720,174720,4193280,4193280,0,0,0,4193280,0,2146959360,0,2146959360,67092480,0,67092480,2146959360,67092480,16954960,16777698,16773120,16773120,4193280,0,16773120,2236,16954605,n/a,n/a,n/a,n/a,n/a,360,542490.49,3393610.15,0,n/a
