Format,ABLayout,CTAGroup,M,N,K,PipelineDepth,Cycles,CyclesPerMMA,FLOPsPerCycle
F4,SS,2,256,96,64,256,12804278,50.0167,62893.55355311326
F4,SS,2,256,96,64,512,25440232,49.688,63309.61197874738
F4,SS,2,256,96,64,1024,50735376,49.5463,63490.67437931793
F4,SS,2,256,112,64,64,3762280,58.7856,62430.5272039411
F4,SS,2,256,112,64,128,7346280,57.3928,63945.58202422603
F4,SS,2,256,112,64,256,14513784,56.6945,64733.19281411777
F4,SS,2,256,112,64,512,28856230,56.3598,65117.619296023055
F4,SS,2,256,112,64,1024,57549871,56.201,65301.61385028736
F4,SS,2,256,128,64,64,4273906,66.7798,62807.9748666513
F4,SS,2,256,128,64,128,8369902,65.3899,64142.99456032201
F4,SS,2,256,128,64,256,16561410,64.693,64833.96967214382
F4,SS,2,256,128,64,512,32952350,64.3601,65169.32074375272
F4,SS,2,256,128,64,1024,65739471,64.1987,65333.16095185728
F4,SS,2,256,256,64,64,8369906,130.7798,64142.99456032201
F4,SS,2,256,256,64,128,16561906,129.3899,64832.015481888455
F4,SS,2,256,256,64,256,32945892,128.6949,65182.13231448954
F4,SS,2,256,256,64,512,65719112,128.3576,65353.41888598728
F4,SS,2,256,256,64,1024,131279786,128.2029,65432.27961301967
F4,TS,1,64,64,64,64,2164915,33.8268,15499.189991367792
F4,TS,1,64,64,64,128,4212915,32.9134,15929.317542399143
F4,TS,1,64,64,64,256,8308913,32.4567,16153.459840341133
F4,TS,1,64,64,64,512,16507235,32.2407,16261.681663239324
F4,TS,1,64,64,64,1024,32913467,32.1421,16311.56645023194
F4,TS,1,64,80,64,64,2677039,41.8287,15667.711403892543
F4,TS,1,64,80,64,128,5237039,40.9144,16017.832352423597
F4,TS,1,64,80,64,256,10357409,40.4586,16198.286643630774
F4,TS,1,64,80,64,512,20603363,40.2409,16285.918058492725
F4,TS,1,64,80,64,1024,41104776,40.1414,16326.28657695048
F4,TS,1,64,96,64,64,3189039,49.8287,15782.711569838266
F4,TS,1,64,96,64,128,6261039,48.9144,16077.719444580736
F4,TS,1,64,96,64,256,12405409,48.4586,16228.945945611305
F4,TS,1,64,96,64,512,24699363,48.2409,16302.18341697605
F4,TS,1,64,96,64,1024,49296297,48.1409,16336.046895674986
F4,TS,1,64,112,64,64,3701039,57.8287,15865.89357879392
F4,TS,1,64,112,64,128,7285039,56.9144,16120.770841825619
F4,TS,1,64,112,64,256,14453409,56.4586,16250.916600836721
F4,TS,1,64,112,64,512,28795363,56.2409,16313.8214360012
F4,TS,1,64,112,64,1024,57487717,56.1403,16343.054810893422
F4,TS,1,64,128,64,64,4212915,65.8268,15929.317542399143
F4,TS,1,64,128,64,128,8308913,64.9134,16153.459840341133
F4,TS,1,64,128,64,256,16500913,64.4567,16267.913188233342
F4,TS,1,64,128,64,512,32891233,64.2407,16322.611677643612
F4,TS,1,64,128,64,1024,65681961,64.1425,16347.601044549247
F4,TS,1,64,256,64,64,8308913,129.8268,16153.459840341133
F4,TS,1,64,256,64,128,16500913,128.9134,16267.913188233342
F4,TS,1,64,256,64,256,32884913,128.4567,16325.750233347111
F4,TS,1,64,256,64,512,65659233,128.2407,16353.24822774673
F4,TS,1,64,256,64,1024,131216505,128.1411,16365.959087287374
F4,TS,1,128,64,64,64,2165289,33.8326,30993.065859555576
F4,TS,1,128,64,64,128,4213289,32.9163,31855.82826745412
F4,TS,1,128,64,64,256,8309533,32.4591,32304.53093277386
F4,TS,1,128,64,64,512,16507737,32.2417,32522.354590483752
F4,TS,1,128,64,64,1024,32913415,32.142,32623.234397361703
F4,TS,1,128,80,64,64,2677287,41.8326,31332.50144624049
F4,TS,1,128,80,64,128,5237287,40.9163,32034.177088348653
F4,TS,1,128,80,64,256,10357037,40.4572,32397.69435353905
F4,TS,1,128,80,64,512,20603483,40.2412,32571.59329244655
F4,TS,1,128,80,64,1024,41103602,40.1402,32653.54930966961
F4,TS,1,128,96,64,64,3189287,49.8326,31562.9527658601
F4,TS,1,128,96,64,128,6261287,48.9163,32154.18991215607
F4,TS,1,128,96,64,256,12405037,48.4572,32458.829647606548
F4,TS,1,128,96,64,512,24699483,48.2412,32604.16407552051
F4,TS,1,128,96,64,1024,49296573,48.1412,32671.890189691992
F4,TS,1,128,112,64,64,3701287,57.8326,31729.647292357597
F4,TS,1,128,112,64,128,7285287,56.9163,32240.465385135718
F4,TS,1,128,112,64,256,14453037,56.4572,32502.639167369263
F4,TS,1,128,112,64,512,28795483,56.2412,32627.46883067929
F4,TS,1,128,112,64,1024,57489929,56.1425,32684.828783898116
F4,TS,1,128,128,64,64,4213289,65.8326,31855.82826745412
F4,TS,1,128,128,64,128,8309535,64.9182,32304.53093277386
F4,TS,1,128,128,64,256,16501535,64.4591,32534.614972905296
F4,TS,1,128,128,64,512,32891731,64.2417,32644.71519277977
F4,TS,1,128,128,64,1024,65682439,64.143,32694.947227289027
F4,TS,1,128,256,64,64,8309535,129.8365,32304.506051842123
F4,TS,1,128,256,64,128,16501535,128.9182,32534.614972905296
F4,TS,1,128,256,64,256,32885535,128.4591,32650.890439058032
F4,TS,1,128,256,64,512,65659733,128.2417,32706.24141757322
F4,TS,1,128,256,64,1024,131214823,128.1395,32732.326878128915
F4,TS,2,128,64,64,64,1240036,19.3756,54118.37568901092
F4,TS,2,128,64,64,128,2328036,18.1878,57652.71225766723
F4,TS,2,128,64,64,256,4504036,17.5939,59598.838233705996
F4,TS,2,128,64,64,512,8862362,17.3093,60578.7640170313
F4,TS,2,128,64,64,1024,17588980,17.1767,61046.41753072476
F4,TS,2,128,80,64,64,1434160,22.4088,58491.306986541
F4,TS,2,128,80,64,128,2714160,21.2044,61813.58585953859
F4,TS,2,128,80,64,256,5274160,20.6022,63620.39005543097
F4,TS,2,128,80,64,512,10399370,20.3113,64531.566172524654
F4,TS,2,128,80,64,1024,20659708,20.1755,64965.92401675299
F4,TS,2,128,96,64,64,1690160,26.4088,59558.32904183454
F4,TS,2,128,96,64,128,3226160,25.2044,62404.34209899859
F4,TS,2,128,96,64,256,6298160,24.6022,63931.843493671295
F4,TS,2,128,96,64,512,12447370,24.3113,64696.82822391234
F4,TS,2,128,96,64,1024,24760291,24.18,65048.13895781638
F4,TS,2,128,112,64,64,1946160,30.4088,60344.637078740365
F4,TS,2,128,112,64,128,3738160,29.2044,62833.271698785116
F4,TS,2,128,112,64,256,7322160,28.6022,64156.18379005811
F4,TS,2,128,112,64,512,14495370,28.3113,64815.39173404259
F4,TS,2,128,112,64,1024,28865418,28.1889,65096.82889364253
F4,TS,2,128,128,64,64,2202036,34.4068,60951.67234383901
F4,TS,2,128,128,64,128,4250036,33.2034,63160.76064499418
F4,TS,2,128,128,64,256,8340080,32.5784,64372.467647275495
F4,TS,2,128,128,64,512,16544360,32.3132,64900.78358070386
F4,TS,2,128,128,64,1024,32950381,32.1781,65173.27001905022
F4,TS,2,128,256,64,64,4250036,66.4068,63160.76064499418
F4,TS,2,128,256,64,128,8346284,65.2053,64324.58711178386
F4,TS,2,128,256,64,256,16538284,64.6027,64924.59293497021
F4,TS,2,128,256,64,512,32928360,64.3132,65216.84506446578
F4,TS,2,128,256,64,1024,65718649,64.1784,65353.826209441184
F4,TS,2,256,64,64,64,2194036,34.2818,61173.917355564765
F4,TS,2,256,64,64,128,4242036,33.1409,63279.87471673974
F4,TS,2,256,64,64,256,8332080,32.5472,64434.17559728641
F4,TS,2,256,64,64,512,16536360,32.2976,64932.13118002575
F4,TS,2,256,64,64,1024,32942075,32.17,65189.67982592477
F4,TS,2,256,80,64,64,2706160,42.2837,61996.466723583784
F4,TS,2,256,80,64,128,5266160,41.1419,63717.0378616447
F4,TS,2,256,80,64,256,10385168,40.5671,64619.85204759521
F4,TS,2,256,80,64,512,20631368,40.2956,65055.24176336871
F4,TS,2,256,80,64,1024,41133072,40.169,65260.275336702434
F4,TS,2,256,96,64,64,3218160,50.2837,62559.59684748735
F4,TS,2,256,96,64,128,6290160,49.1419,64013.15374456421
F4,TS,2,256,96,64,256,12433168,48.5671,64770.7604530639
F4,TS,2,256,96,64,512,24728600,48.298,65131.641061741684
F4,TS,2,256,96,64,1024,49324266,48.1682,65307.15285188153
F4,TS,2,256,112,64,64,3730160,58.2837,62968.13688904444
F4,TS,2,256,112,64,128,7314160,57.1419,64226.35579145951
F4,TS,2,256,112,64,256,14481168,56.5671,64878.98442734381
F4,TS,2,256,112,64,512,28823368,56.2956,65191.88000483164
F4,TS,2,256,112,64,1024,57518157,56.1701,65337.53723066187
F4,TS,2,256,128,64,64,4242036,66.2818,63279.87471673974
F4,TS,2,256,128,64,128,8338284,65.1428,64386.302093247454
F4,TS,2,256,128,64,256,16530284,64.5714,64956.06413985139
F4,TS,2,256,128,64,512,32920360,64.2976,65232.66809336584
F4,TS,2,256,128,64,1024,65708300,64.1683,65364.112809596016
F4,TS,2,256,256,64,64,8338284,130.2857,64386.252673931216
F4,TS,2,256,256,64,128,16530284,129.1428,64956.06413985139
F4,TS,2,256,256,64,256,32914284,128.5714,65244.743387720744
F4,TS,2,256,256,64,512,65688360,128.2976,65383.982241289006
F4,TS,2,256,256,64,1024,131245599,128.1695,65449.330769020715
MXF8,SS,1,128,64,32,32,1669913,52.1848,10046.7569100581
MXF8,SS,1,128,64,32,64,3205915,50.0924,10466.418059426182
MXF8,SS,1,128,64,32,128,6277915,49.0462,10689.676264420077
MXF8,SS,1,128,64,32,256,12421789,48.5226,10805.026935902033
MXF8,SS,1,128,64,32,512,24716362,48.2741,10860.64784221767
MXF8,SS,1,128,80,32,32,1802287,56.3215,11636.053727262235
MXF8,SS,1,128,80,32,64,3466289,54.1608,12100.264397867091
MXF8,SS,1,128,80,32,128,6794289,53.0804,12346.553530116578
MXF8,SS,1,128,80,32,256,13450411,52.5407,12473.377781415169
MXF8,SS,1,128,80,32,512,26768235,52.2817,12535.170049940993
MXF8,SS,1,128,96,32,32,1934287,60.4465,13010.38108079045
MXF8,SS,1,128,96,32,64,3726289,58.2233,13507.169810024508
MXF8,SS,1,128,96,32,128,7310289,57.1116,13770.092240455528
MXF8,SS,1,128,96,32,256,14477667,56.5534,13906.007419536225
MXF8,SS,1,128,96,32,512,28820727,56.2905,13970.954246276015
MXF8,SS,1,128,112,32,32,2066287,64.5715,14209.117025313026
MXF8,SS,1,128,112,32,64,3986289,62.2858,14730.548535942382
MXF8,SS,1,128,112,32,128,7822709,61.1149,15012.771026378183
MXF8,SS,1,128,112,32,256,15506411,60.5719,15147.353805972736
MXF8,SS,1,128,112,32,512,30871249,60.2954,15216.815876501358
MXF8,SS,1,128,128,32,32,2198039,68.6887,15265.625932649767
MXF8,SS,1,128,128,32,64,4246039,66.3444,15805.041570953994
MXF8,SS,1,128,128,32,128,8342409,65.1751,16088.598253013804
MXF8,SS,1,128,128,32,256,16534409,64.5875,16234.968066576348
MXF8,SS,1,128,128,32,512,32924731,64.3061,16306.011404827846
MXF8,SS,1,128,256,32,32,4246287,132.6965,15804.124449401455
MXF8,SS,1,128,256,32,64,8336658,130.2603,16099.701904571079
MXF8,SS,1,128,256,32,128,16534409,129.1751,16234.955498389398
MXF8,SS,1,128,256,32,256,32918413,128.5876,16309.130895980637
MXF8,SS,1,128,256,32,512,65692615,128.3059,16344.938151713988
MXF8,SS,2,128,64,32,32,959904,29.997,17478.014468113477
MXF8,SS,2,128,64,32,64,1759906,27.4985,19066.05814862629
MXF8,SS,2,128,64,32,128,3359906,26.2493,19973.40881471125
MXF8,SS,2,128,64,32,256,6559906,25.6246,20460.338893094915
MXF8,SS,2,128,64,32,512,12965730,25.3237,20703.45170729396
MXF8,SS,2,128,80,32,32,1028030,32.1259,20399.739773827347
MXF8,SS,2,128,80,32,64,1892030,29.563,22168.250854108177
MXF8,SS,2,128,80,32,128,3620030,28.2815,23172.745434294502
MXF8,SS,2,128,80,32,256,7076030,27.6407,23709.963930001773
MXF8,SS,2,128,80,32,512,13994598,27.3332,23976.702325377195
MXF8,SS,2,128,96,32,32,1096030,34.2509,22960.914895666974
MXF8,SS,2,128,96,32,64,2024030,31.6255,24867.021865266954
MXF8,SS,2,128,96,32,128,3880030,30.3127,25943.977276850957
MXF8,SS,2,128,96,32,256,7592030,29.6564,26518.120877786918
MXF8,SS,2,128,96,32,512,15020628,29.3372,26806.648214553537
MXF8,SS,2,128,112,32,32,1134030,35.4384,25890.107905548783
MXF8,SS,2,128,112,32,64,2094030,32.7192,28041.761412259468
MXF8,SS,2,128,112,32,128,4014030,31.3596,29257.516039745406
MXF8,SS,2,128,112,32,256,7851550,30.6701,29915.259487253057
MXF8,SS,2,128,112,32,512,15538882,30.3494,30231.37195463502
MXF8,SS,2,128,128,32,32,1199906,37.4971,27964.189230633834
MXF8,SS,2,128,128,32,64,2223906,34.7485,30176.151488553463
MXF8,SS,2,128,128,32,128,4271906,33.3743,31418.666458921987
MXF8,SS,2,128,128,32,256,8365936,32.6794,32086.758018813074
MXF8,SS,2,128,128,32,512,16564742,32.353,32410.471980960032
MXF8,SS,2,128,256,32,32,2223906,69.4971,30176.108067818655
MXF8,SS,2,128,256,32,64,4271906,66.7485,31418.713529142973
MXF8,SS,2,128,256,32,128,8365936,65.3589,32086.70892563981
MXF8,SS,2,128,256,32,256,16554154,64.6647,32431.17187584571
MXF8,SS,2,128,256,32,512,32949980,64.3554,32587.040092983647
MXF8,SS,2,256,64,32,32,1554904,48.5907,21579.76732173029
MXF8,SS,2,256,64,32,64,2940904,45.9516,22819.14013875469
MXF8,SS,2,256,64,32,128,5714904,44.6477,23485.55468702755
MXF8,SS,2,256,64,32,256,11260656,43.9869,23838.370060177007
MXF8,SS,2,256,64,32,512,22360980,43.6738,24009.26871488169
MXF8,SS,2,256,80,32,32,1645030,51.4072,25496.81756641093
MXF8,SS,2,256,80,32,64,3117030,48.7036,26912.178976502764
MXF8,SS,2,256,80,32,128,6061030,47.3518,27680.468324329806
MXF8,SS,2,256,80,32,256,11947538,46.6701,28084.790904669157
MXF8,SS,2,256,80,32,512,23731596,46.3508,28278.26056939686
MXF8,SS,2,256,96,32,32,1757030,54.9072,28645.860652154908
MXF8,SS,2,256,96,32,64,3335030,52.1098,30183.650676072448
MXF8,SS,2,256,96,32,128,6493030,50.7268,31006.56851999338
MXF8,SS,2,256,96,32,256,12807274,50.0284,31439.422408072216
MXF8,SS,2,256,96,32,512,25443594,49.6945,31650.665566612002
MXF8,SS,2,256,112,32,32,1973030,61.6572,29761.45527205257
MXF8,SS,2,256,112,32,64,3765030,58.8286,31192.447211050407
MXF8,SS,2,256,112,32,128,7349030,57.4143,31960.818123707857
MXF8,SS,2,256,112,32,256,14517276,56.7081,32358.834099537806
MXF8,SS,2,256,112,32,512,28859106,56.3654,32555.57487394749
MXF8,SS,2,256,128,32,32,2228904,69.6532,30108.480299541156
MXF8,SS,2,256,128,32,64,4276904,66.8266,31381.994594966676
MXF8,SS,2,256,128,32,128,8372904,65.4133,32060.02449043237
MXF8,SS,2,256,128,32,256,16564358,64.7045,32411.22333068025
MXF8,SS,2,256,128,32,512,32955104,64.3654,32581.97727350409
MXF8,SS,2,256,256,32,32,4276904,133.6533,31381.971114817217
MXF8,SS,2,256,256,32,64,8372652,130.8227,32060.98024272546
MXF8,SS,2,256,256,32,128,16564654,129.4114,32410.622248117248
MXF8,SS,2,256,256,32,256,32948654,128.7057,32588.331363723595
MXF8,SS,2,256,256,32,512,65722724,128.3647,32674.902056406474
MXF8,TS,1,128,64,32,32,1144039,35.7512,14664.906352793754
MXF8,TS,1,128,64,32,64,2168039,33.8756,15476.862402437153
MXF8,TS,1,128,64,32,128,4216039,32.9378,15917.517259804843
MXF8,TS,1,128,64,32,256,8312409,32.4703,16146.694055798684
MXF8,TS,1,128,64,32,512,16510490,32.2471,16258.454248599097
MXF8,TS,1,128,80,32,32,1400163,43.7551,14977.911146357796
MXF8,TS,1,128,80,32,64,2680163,41.8775,15649.453763954392
MXF8,TS,1,128,80,32,128,5240163,40.9388,16008.285538413436
MXF8,TS,1,128,80,32,256,10359539,40.4669,16194.96427944814
MXF8,TS,1,128,80,32,512,20605619,40.2453,16284.137526618015
MXF8,TS,1,128,96,32,32,1656163,51.7551,15195.256119686755
MXF8,TS,1,128,96,32,64,3192163,49.8775,15767.269811037042
MXF8,TS,1,128,96,32,128,6264163,48.9388,16069.703384635504
MXF8,TS,1,128,96,32,256,12407539,48.4669,16226.166724094175
MXF8,TS,1,128,96,32,512,24701619,48.2453,16300.69664817091
MXF8,TS,1,128,112,32,32,1912163,59.7551,15354.404895983775
MXF8,TS,1,128,112,32,64,3704163,57.8775,15852.51609001771
MXF8,TS,1,128,112,32,128,7288163,56.9388,16113.862603356587
MXF8,TS,1,128,112,32,256,14455539,56.4669,16248.527898645047
MXF8,TS,1,128,112,32,512,28797619,56.2453,16312.545226001106
MXF8,TS,1,128,128,32,32,2168287,67.759,15475.080801074397
MXF8,TS,1,128,128,32,64,4216289,65.8795,15916.574958826344
MXF8,TS,1,128,128,32,128,8312411,64.9407,16146.669192047513
MXF8,TS,1,128,128,32,256,16504411,64.4704,16264.456246587582
MXF8,TS,1,128,128,32,512,32894483,64.247,16321.01109779445
MXF8,TS,1,128,256,32,32,4217791,131.806,15910.899352078053
MXF8,TS,1,128,256,32,64,8312921,129.8894,16145.674704787305
MXF8,TS,1,128,256,32,128,16504921,128.9447,16263.964319588164
MXF8,TS,1,128,256,32,256,32888921,128.4723,16323.76784723244
MXF8,TS,1,128,256,32,512,65663986,128.25,16352.06237816764
MXF8,TS,2,128,64,32,32,699030,21.8447,24000.695820954283
MXF8,TS,2,128,64,32,64,1243030,19.4223,26994.12530956684
MXF8,TS,2,128,64,32,128,2331030,18.2112,28789.316464593216
MXF8,TS,2,128,64,32,256,4507030,17.6056,29779.61557686191
MXF8,TS,2,128,64,32,512,8865356,17.3151,30279.236042529352
MXF8,TS,2,128,80,32,32,797278,24.9149,26303.93860701829
MXF8,TS,2,128,80,32,64,1437280,22.4575,29182.233106979853
MXF8,TS,2,128,80,32,128,2717280,21.2288,30871.26921917395
MXF8,TS,2,128,80,32,256,5277280,20.6144,31791.36914001863
MXF8,TS,2,128,80,32,512,10403234,20.3188,32253.873260231903
MXF8,TS,2,128,96,32,32,925278,28.9149,27198.157351400143
MXF8,TS,2,128,96,32,64,1693280,26.4575,29724.350373240104
MXF8,TS,2,128,96,32,128,3229280,25.2288,31171.99391171994
MXF8,TS,2,128,96,32,256,6301280,24.6144,31950.078003120125
MXF8,TS,2,128,96,32,512,12451234,24.3188,32338.437751862755
MXF8,TS,2,128,112,32,32,1053278,32.9149,27875.03531835126
MXF8,TS,2,128,112,32,64,1949280,30.4575,30124.074530082904
MXF8,TS,2,128,112,32,128,3741280,29.2288,31390.409459163566
MXF8,TS,2,128,112,32,256,7325280,28.6144,32064.415119660032
MXF8,TS,2,128,112,32,512,14499480,28.3193,32398.540924387256
MXF8,TS,2,128,128,32,32,1180904,36.9032,28414.22966030046
MXF8,TS,2,128,128,32,64,2204906,34.4517,30436.117811312648
MXF8,TS,2,128,128,32,128,4252906,33.2258,31559.0896231242
MXF8,TS,2,128,128,32,256,8348861,32.6127,32152.382354113586
MXF8,TS,2,128,128,32,512,16549371,32.323,32440.553166475882
MXF8,TS,2,128,256,32,32,2204904,68.9032,30436.206155882457
MXF8,TS,2,128,256,32,64,4252906,66.4517,31559.042131352544
MXF8,TS,2,128,256,32,128,8348906,65.2258,32152.18517825768
MXF8,TS,2,128,256,32,256,16534906,64.5895,32468.9307085517
MXF8,TS,2,128,256,32,512,32931104,64.3186,32605.684825229404
MXF8,TS,2,256,64,32,32,1172904,36.6532,28608.034223478444
MXF8,TS,2,256,64,32,64,2196906,34.3267,30546.95033312261
MXF8,TS,2,256,64,32,128,4244906,33.1633,31618.566306730634
MXF8,TS,2,256,64,32,256,8335030,32.5587,32205.70845887581
MXF8,TS,2,256,64,32,512,16538981,32.3027,32460.939797602055
MXF8,TS,2,256,80,32,32,1429278,44.6649,29345.63829763416
MXF8,TS,2,256,80,32,64,2709280,42.3325,30962.49926179649
MXF8,TS,2,256,80,32,128,5269280,41.1662,31839.713162740303
MXF8,TS,2,256,80,32,256,10388784,40.5812,32298.69989058973
MXF8,TS,2,256,80,32,512,20635230,40.3032,32521.487127573
MXF8,TS,2,256,96,32,32,1685278,52.6649,29865.508146792265
MXF8,TS,2,256,96,32,64,3221280,50.3325,31249.47101773208
MXF8,TS,2,256,96,32,128,6293280,49.1662,31990.75787837986
MXF8,TS,2,256,96,32,256,12436784,48.5812,32375.980832091424
MXF8,TS,2,256,96,32,512,24731230,48.3032,32562.314712068768
MXF8,TS,2,256,112,32,32,1941278,60.6649,30248.265471467024
MXF8,TS,2,256,112,32,64,3733280,58.3325,31457.72939613423
MXF8,TS,2,256,112,32,128,7317280,57.1662,32099.52734308035
MXF8,TS,2,256,112,32,256,14484784,56.5812,32431.40831230161
MXF8,TS,2,256,112,32,512,28827230,56.3032,32591.54009008369
MXF8,TS,2,256,128,32,32,2197030,68.6572,30545.259637736464
MXF8,TS,2,256,128,32,64,4245030,66.3286,31617.612915092435
MXF8,TS,2,256,128,32,128,8341278,65.1662,32181.591070217382
MXF8,TS,2,256,128,32,256,16527080,64.5589,32484.32051971146
MXF8,TS,2,256,128,32,512,32923354,64.3034,32613.392137896288
MXF8,TS,2,256,256,32,32,4246904,132.7158,31603.652315700165
MXF8,TS,2,256,256,32,64,8342906,130.3579,32175.29585855556
MXF8,TS,2,256,256,32,128,16534906,129.179,32468.9307085517
MXF8,TS,2,256,256,32,256,32918906,128.5895,32617.779834278852
MXF8,TS,2,256,256,32,512,65693104,128.3068,32689.647002341262
MXF4,SS,1,128,64,64,64,3205915,50.0924,20932.836118852363
MXF4,SS,1,128,64,64,128,6277915,49.0462,21379.352528840154
MXF4,SS,1,128,64,64,256,12421789,48.5226,21610.053871804066
MXF4,SS,1,128,64,64,512,24716362,48.2741,21721.29568443534
MXF4,SS,1,128,64,64,1024,49314361,48.1586,21773.39042247906
MXF4,SS,1,128,80,64,64,3466289,54.1608,24200.528795734182
MXF4,SS,1,128,80,64,128,6794289,53.0804,24693.107060233157
MXF4,SS,1,128,80,64,256,13450411,52.5407,24946.755562830338
MXF4,SS,1,128,80,64,512,26768239,52.2817,25070.340099881985
MXF4,SS,1,128,80,64,1024,53411816,52.16,25128.83435582822
MXF4,SS,1,128,96,64,64,3726289,58.2233,27014.339620049017
MXF4,SS,1,128,96,64,128,7310289,57.1116,27540.184480911055
MXF4,SS,1,128,96,64,256,14477667,56.5534,27812.01483907245
MXF4,SS,1,128,96,64,512,28820733,56.2905,27941.90849255203
MXF4,SS,1,128,96,64,1024,57513369,56.1654,28004.144900597166
MXF4,SS,1,128,112,64,64,3986289,62.2858,29461.097071884764
MXF4,SS,1,128,112,64,128,7822709,61.1149,30025.542052756366
MXF4,SS,1,128,112,64,256,15506411,60.5719,30294.707611945472
MXF4,SS,1,128,112,64,512,30871247,60.2954,30433.631753002715
MXF4,SS,1,128,112,64,1024,61612505,60.1685,30497.818626025244
MXF4,SS,1,128,128,64,64,4246039,66.3444,31610.083141907988
MXF4,SS,1,128,128,64,128,8342409,65.1751,32177.19650602761
MXF4,SS,1,128,128,64,256,16534409,64.5875,32469.936133152696
MXF4,SS,1,128,128,64,512,32924731,64.3061,32612.022809655693
MXF4,SS,1,128,128,64,1024,65714422,64.1742,32679.051706137358
MXF4,SS,1,128,256,64,64,8336658,130.2603,32199.403809142157
MXF4,SS,1,128,256,64,128,16534409,129.1751,32469.910996778795
MXF4,SS,1,128,256,64,256,32918413,128.5876,32618.261791961275
MXF4,SS,1,128,256,64,512,65692613,128.3059,32689.876303427976
MXF4,SS,1,128,256,64,1024,131251528,128.1753,32723.184576123484
MXF4,SS,2,128,64,64,64,1759906,27.4985,38132.11629725258
MXF4,SS,2,128,64,64,128,3359906,26.2493,39946.8176294225
MXF4,SS,2,128,64,64,256,6559906,25.6246,40920.67778618983
MXF4,SS,2,128,64,64,512,12965730,25.3237,41406.90341458792
MXF4,SS,2,128,64,64,1024,25786264,25.1819,41640.066873428936
MXF4,SS,2,128,80,64,64,1892030,29.563,44336.501708216354
MXF4,SS,2,128,80,64,128,3620030,28.2815,46345.490868589004
MXF4,SS,2,128,80,64,256,7076030,27.6407,47419.92786000355
MXF4,SS,2,128,80,64,512,13994600,27.3332,47953.40465075439
MXF4,SS,2,128,80,64,1024,27838128,27.1857,48213.58287629158
MXF4,SS,2,128,96,64,64,2024030,31.6255,49734.04373053391
MXF4,SS,2,128,96,64,128,3880030,30.3127,51887.954553701915
MXF4,SS,2,128,96,64,256,7592030,29.6564,53036.241755573836
MXF4,SS,2,128,96,64,512,15020628,29.3372,53613.296429107075
MXF4,SS,2,128,96,64,1024,29891538,29.191,53881.81288753383
MXF4,SS,2,128,112,64,64,2094030,32.7192,56083.522824518936
MXF4,SS,2,128,112,64,128,4014030,31.3596,58515.03207949081
MXF4,SS,2,128,112,64,256,7851550,30.6701,59830.518974506114
MXF4,SS,2,128,112,64,512,15538882,30.3494,60462.74390927004
MXF4,SS,2,128,112,64,1024,30921758,30.197,60767.89085008445
MXF4,SS,2,128,128,64,64,2223906,34.7485,60352.30297710693
MXF4,SS,2,128,128,64,128,4271906,33.3743,62837.332917843974
MXF4,SS,2,128,128,64,256,8365936,32.6794,64173.51603762615
MXF4,SS,2,128,128,64,512,16564742,32.353,64820.943961920064
MXF4,SS,2,128,128,64,1024,32972269,32.1995,65129.95543409059
MXF4,SS,2,128,256,64,64,4271906,66.7485,62837.427058285946
MXF4,SS,2,128,256,64,128,8365936,65.3589,64173.41785127962
MXF4,SS,2,128,256,64,256,16554154,64.6647,64862.34375169142
MXF4,SS,2,128,256,64,512,32949978,64.3554,65174.080185967294
MXF4,SS,2,128,256,64,1024,65741241,64.2004,65331.43095681647
MXF4,SS,2,256,64,64,64,2940904,45.9516,45638.28027750938
MXF4,SS,2,256,64,64,128,5714904,44.6477,46971.1093740551
MXF4,SS,2,256,64,64,256,11260656,43.9869,47676.740120354014
MXF4,SS,2,256,64,64,512,22360980,43.6738,48018.53742976338
MXF4,SS,2,256,64,64,1024,44567795,43.5232,48184.69230203661
MXF4,SS,2,256,80,64,64,3117030,48.7036,53824.35795300553
MXF4,SS,2,256,80,64,128,6061030,47.3518,55360.93664865961
MXF4,SS,2,256,80,64,256,11947538,46.6701,56169.58180933831
MXF4,SS,2,256,80,64,512,23731596,46.3508,56556.52113879372
MXF4,SS,2,256,80,64,1024,47304367,46.1957,56746.40713313143
MXF4,SS,2,256,96,64,64,3335030,52.1098,60367.301352144896
MXF4,SS,2,256,96,64,128,6493030,50.7268,62013.13703998676
MXF4,SS,2,256,96,64,256,12807274,50.0284,62878.84481614443
MXF4,SS,2,256,96,64,512,25443598,49.6945,63301.331133224005
MXF4,SS,2,256,96,64,1024,50721813,49.533,63507.72212464418
MXF4,SS,2,256,112,64,64,3765030,58.8286,62384.89442210081
MXF4,SS,2,256,112,64,128,7349030,57.4143,63921.636247415714
MXF4,SS,2,256,112,64,256,14517276,56.7081,64717.66819907561
MXF4,SS,2,256,112,64,512,28859102,56.3654,65111.14974789498
MXF4,SS,2,256,112,64,1024,57567175,56.2179,65281.98314060112
MXF4,SS,2,256,128,64,64,4276904,66.8266,62763.98918993335
MXF4,SS,2,256,128,64,128,8372904,65.4133,64120.04898086474
MXF4,SS,2,256,128,64,256,16564358,64.7045,64822.4466613605
MXF4,SS,2,256,128,64,512,32955100,64.3654,65163.95454700818
MXF4,SS,2,256,128,64,1024,65745276,64.2044,65327.360741631404
MXF4,SS,2,256,256,64,64,8372652,130.8227,64121.96048545092
MXF4,SS,2,256,256,64,128,16564654,129.4114,64821.244496234496
